"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2016","UK","United Kingdom",7.331159500,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","BE","Belgium",17.485525880,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","BG","Bulgaria",12.493950890,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","CY","Cyprus",0.588472330,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","CZ","Czechia",0.272791460,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","DE","Germany",4.222121250,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","EE","Estonia",12.287800380,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","EL","Greece",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","ES","Spain",-,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","EU27_21","EU (without UK)",4.480769000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","EU27_UK_21","EU (with UK until 2019)",5.304183000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","EUEEA30_21","EU/EEA (without UK)",4.593481000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","EUEEAUK_21","EU/EEA (with UK until 2019)",5.375668000,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","FI","Finland",5.264099470,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","HR","Croatia",1.310051800,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","HU","Hungary",0.756895980,""
"Giardiasis","Confirmed cases","Age-standardised rate","N/100000","2017","IE","Ireland",5.017055320,""
